issuer,"total_certs","risky_certs","risk_percent",tier,zscore
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509785087502597",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509785088102222",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509792287753575",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509792292468647",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509799487881717",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509806687594746",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509813887572029",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509813887663037",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509821087816394",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509821092308975",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509828287527353",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509828411777914",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509835610610464",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509842810598972",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509842811014708",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509850010777327",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509857210925297",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509857211013890",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509864410797715",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509864411213941",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509871610922027",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509886010768797",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509893210983785",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509893210991347",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509893212161750",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509900410618641",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509900411134306",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509900411256795",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509907611093488",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509914811113228",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509922011543315",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509929210779917",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509929211335471",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509936410967600",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509936411248334",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509936412805403",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509943611502564",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509958011027530",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509965210921327",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509965212017254",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509972410823098",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509979611087559",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1509979611430016",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510001211055699",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510001213031960",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510008411021966",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510008411690032",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510015610985863",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510015611172964",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510022811182643",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510037211021091",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510044411080480",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510051611471115",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510066011318793",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510073210990343",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510073211402634",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510094811129378",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510102011398667",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510109211044891",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510116410961709",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510116411344855",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510123611232636",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510130811787764",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510138010796284",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510138011190362",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510138011375880",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510159611017704",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510160962812919",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510168165616122",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510175361934702",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510189761835675",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510189763074285",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510204162092151",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510211366591933",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510218562145819",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510232961983961",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510240161937343",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510247363257976",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510254561844895",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510254562246781",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510261761798040",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510261766958036",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510276169799740",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510290562133021",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510290562369633",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510297761990939",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510297762810859",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510304961855036",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510312163257033",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510319370148218",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510326562316702",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510340961865510",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510340962494215",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510348162079697",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510355361980483",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510362561824179",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510376969752993",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510384162126284",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510384162152184",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510391361783397",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510398561934138",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510412961824543",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510412962070618",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510420162262475",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510420169941110",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510427362107404",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510441762221980",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510448961844625",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510448962399749",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510456161791047",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510456169955886",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510463362019941",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510470562261019",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510470562657108",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510477762472557",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510477762648137",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510499361960724",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510499370417270",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510506562721814",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510513762461737",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510528161842139",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510528161944689",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510535361829675",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510549762152594",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510549769886791",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510556962446949",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510564161913278",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510564170368576",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510571362382603",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510571369886710",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510578562096944",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510578562272197",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510592969922376",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510600162058131",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510600162275425",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510607362198401",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510607362314918",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510621761990545",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510621770087488",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510636162170542",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510636162662443",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510636170268434",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510643361968128",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510643362282868",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510650562008038",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510650569872043",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510657762204315",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510659972660639",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510659972755893",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510667171220900",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510667171477274",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510681571264395",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510688771447350",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510688771474718",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510688809941743",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510695970807848",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510695971131991",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510695972733937",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510703170833007",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510710370813271",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510717570782829",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510717571079311",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510717572786015",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510724770943030",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510724772556239",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510731970742478",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510731971438401",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510739171856642",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510746371379860",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510753572966586",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510760770816311",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510760770974302",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510775171927033",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510775172760204",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510782373015255",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510789570968868",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510789571570536",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510796771645050",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510796772744556",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510811171121343",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510811193845108",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510825570878918",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510825571344441",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510825571587426",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510825572657622",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510832772754952",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510839971741809",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510847170592300",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510854370685624",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510861571572769",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510861575303521",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510861576014238",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510868771582727",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510875975335377",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510897576149935",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510904771566914",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510911970920042",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510911976065406",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510919172970474",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510919176323031",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510926370737176",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510926375214453",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510940770605446",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510947971026000",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510969576253326",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510976770927848",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510976773551941",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1510983972825653",1,"0.0","0.0",tier1,"-0.08"
